OrderID,OrderDate,ProductID,Product,Quantity,Region,Customer Type,Sales Person,PaymentMethod,Discount
ORD425,2026-06-10,P011,Gaming Mouse,2,North West,Consumer,Emma,Credit Card,0
ORD356,2026-05-21,P008,Keyboard,3,Midlands,Consumer,Emma,Credit Card,0
ORD083,2025-10-23,P010,Mouse,3,Midlands,Consumer,Michael,Credit Card,0
ORD057,2025-10-15,P016,Speakers,1,North West,Consumer,Sarah,PayPal,0
ORD170,2025-12-21,P011,Gaming Mouse,1,Midlands,Consumer,Michael,PayPal,5
ORD213,2026-01-23,P006,"Monitor 27""",3,London,Consumer,Sarah,PayPal,5
ORD038,2025-09-19,P006,"Monitor 27""",2,South West,Consumer,Michael,Debit Card,0
ORD351,2026-05-16,P001,Laptop,1,South West,Consumer,Sarah,Debit Card,5
ORD134,2025-11-04,P013,USB Hub,3,North West,Consumer,Emma,Credit Card,10
ORD171,2025-12-05,P009,Mechanical Keyboard,1,Midlands,Consumer,Sarah,Credit Card,0
ORD017,2026-07-13,P005,Monitor,3,South West,Business,James,Bank Transfer,10
ORD055,2025-09-03,P016,Speakers,4,Midlands,Business,Michael,Bank Transfer,15
ORD390,2026-05-09,P009,Mechanical Keyboard,2,Midlands,Business,Michael,Bank Transfer,5
ORD081,2025-10-26,P010,Mouse,3,London,Business,Emma,PayPal,20
ORD381,2026-05-28,P011,Gaming Mouse,3,London,Consumer,James,Credit Card,5
ORD286,2026-03-31,P008,Keyboard,1,North West,Consumer,Michael,PayPal,20
ORD087,2025-10-06,P013,USB Hub,2,London,Consumer,James,Debit Card,0
ORD262,2026-02-11,P012,Docking Station,6,South West,Business,Sarah,Credit Card,15
ORD275,2026-03-27,P010,Mouse,2,London,Consumer,Emma,Debit Card,5
ORD070,2025-10-17,P016,Speakers,4,North West,Business,Emma,Credit Card,15
ORD153,2025-12-07,P009,Mechanical Keyboard,1,London,Consumer,James,PayPal,0
ORD231,2026-01-24,P014,External SSD,2,London,Consumer,James,Bank Transfer,10
ORD332,2026-04-11,P010,Mouse,3,Midlands,Business,Sarah,Debit Card,5
ORD217,2026-01-13,P008,Keyboard,3,South West,Business,Michael,Bank Transfer,20
ORD186,2025-12-12,P018,Webcam,1,Midlands,Consumer,James,Credit Card,10
ORD455,2026-07-08,P015,Headset,3,South West,Business,James,Debit Card,0
ORD152,2025-12-04,P016,Speakers,1,Midlands,Consumer,Michael,Credit Card,0
ORD093,2025-10-29,P008,Keyboard,1,South West,Consumer,Sarah,Debit Card,0
ORD023,2025-09-04,P005,Monitor,1,Midlands,Consumer,James,Debit Card,0
ORD234,2026-01-04,P015,Headset,5,North West,Business,Sarah,Bank Transfer,15
ORD044,2025-09-16,P010,Mouse,3,South West,Business,Emma,Debit Card,5
ORD092,2025-10-25,P011,Gaming Mouse,1,South West,Consumer,James,Credit Card,0
ORD015,2026-06-18,P001,Laptop,4,Midlands,Business,Michael,Bank Transfer,15
ORD024,2025-09-17,P008,Keyboard,2,South West,Consumer,Sarah,Debit Card,20
ORD398,2026-06-22,P005,Monitor,2,South West,Consumer,Michael,Credit Card,5
ORD392,2026-06-06,P015,Headset,1,Midlands,Consumer,James,Debit Card,5
ORD331,2026-04-12,P010,Mouse,2,South West,Consumer,Sarah,PayPal,10
ORD101,2025-11-13,P015,Headset,2,London,Consumer,James,Credit Card,5
ORD256,2026-02-10,P003,Mini PC,3,Midlands,Business,Michael,Credit Card,5
ORD423,2026-06-23,P013,USB Hub,5,London,Business,Michael,Bank Transfer,10
ORD199,2025-12-06,P003,Mini PC,1,North West,Business,Sarah,Credit Card,5
ORD289,2026-03-08,P016,Speakers,2,South West,Consumer,Sarah,Debit Card,0
ORD102,2025-11-25,P003,Mini PC,3,North West,Business,Michael,Credit Card,10
ORD042,2025-09-02,P013,USB Hub,4,London,Business,Sarah,Bank Transfer,15
ORD025,2025-09-03,P011,Gaming Mouse,4,North West,Business,Emma,Bank Transfer,5
ORD027,2025-09-23,P003,Mini PC,4,North West,Business,Michael,Debit Card,10
ORD358,2026-05-27,P007,Ultrawide Monitor,1,London,Business,Michael,Bank Transfer,15
ORD441,2026-07-10,P007,Ultrawide Monitor,1,South West,Consumer,James,PayPal,0
ORD283,2026-03-21,P012,Docking Station,1,Midlands,Consumer,Emma,Debit Card,0
ORD298,2026-03-31,P006,"Monitor 27""",2,South West,Business,Michael,Credit Card,5
ORD001,2026-01-05,P001,Laptop,2,London,Business,James,Bank Transfer,5
ORD225,2026-01-23,P020,Printer,3,London,Business,Emma,Credit Card,5
ORD384,2026-05-01,P007,Ultrawide Monitor,1,North West,Consumer,Emma,Debit Card,0
ORD268,2026-02-19,P003,Mini PC,2,Midlands,Consumer,James,PayPal,10
ORD137,2025-11-26,P014,External SSD,2,Midlands,Consumer,Sarah,Debit Card,15
ORD421,2026-06-26,P011,Gaming Mouse,1,North West,Business,Michael,Credit Card,10
ORD400,2026-06-06,P013,USB Hub,1,London,Consumer,James,Credit Card,0
ORD382,2026-05-16,P004,Gaming Laptop,1,North West,Consumer,James,Debit Card,10
ORD052,2025-09-23,P019,Conference Camera,2,London,Business,Emma,PayPal,10
ORD173,2025-12-25,P001,Laptop,1,London,Consumer,Emma,PayPal,0
ORD113,2025-11-21,P016,Speakers,1,North West,Consumer,Emma,PayPal,10
ORD008,2026-03-19,P018,Webcam,2,Unknown,Consumer,Emma,Credit Card,5
ORD036,2025-09-26,P017,Microphone,2,South West,Consumer,Sarah,Credit Card,5
ORD074,2025-10-13,P004,Gaming Laptop,2,South West,Consumer,Sarah,Credit Card,0
ORD372,2026-05-05,P013,USB Hub,4,Midlands,Business,James,Bank Transfer,5
ORD202,2026-01-05,P015,Headset,1,South West,Business,Sarah,Credit Card,0
ORD060,2025-10-06,P015,Headset,2,South West,Consumer,Michael,PayPal,0
ORD069,2025-10-23,P006,"Monitor 27""",1,South West,Consumer,Michael,Credit Card,5
ORD049,2025-09-22,P020,Printer,1,North West,Business,Michael,Bank Transfer,0
ORD224,2026-01-14,P013,USB Hub,3,London,Business,Emma,Bank Transfer,10
ORD294,2026-03-17,P010,Mouse,3,South West,Business,James,Bank Transfer,5
ORD201,2026-01-26,P015,Headset,2,South West,Consumer,Sarah,Credit Card,10
ORD010,2026-04-16,P001,Laptop,3,South West,Business,Sarah,Bank Transfer,10
ORD251,2026-02-10,P001,Laptop,2,Midlands,Business,Sarah,Bank Transfer,5
ORD364,2026-05-19,P012,Docking Station,2,North West,Business,Sarah,Credit Card,0
ORD328,2026-04-28,P014,External SSD,1,North West,Consumer,Sarah,PayPal,0
ORD050,2025-09-27,P018,Webcam,2,South West,Business,James,Credit Card,5
ORD249,2026-02-25,P005,Monitor,1,South West,Consumer,Sarah,Credit Card,0
ORD257,2026-02-20,P003,Mini PC,3,North West,Business,Emma,Credit Card,10
ORD048,2025-09-02,P010,Mouse,4,London,Business,Sarah,Debit Card,5
ORD169,2025-12-30,P010,Mouse,3,London,Business,Michael,Credit Card,10
ORD296,2026-03-03,P015,Headset,4,North West,Consumer,Sarah,Debit Card,5
ORD460,2026-07-30,P007,Ultrawide Monitor,1,London,Consumer,Michael,Debit Card,5
ORD490,2026-08-22,P002,Desktop PC,2,London,Business,James,Credit Card,10
ORD121,2025-11-07,P009,Mechanical Keyboard,2,London,Consumer,Emma,Credit Card,0
ORD477,2026-08-08,P006,"Monitor 27""",1,South West,Consumer,Michael,Debit Card,0
ORD419,2026-06-27,P011,Gaming Mouse,3,London,Consumer,Michael,PayPal,20
ORD066,2025-10-11,P014,External SSD,3,Midlands,Consumer,Michael,Debit Card,10
ORD450,2026-07-29,P008,Keyboard,2,South West,Business,Sarah,Bank Transfer,20
ORD399,2026-06-27,P010,Mouse,1,London,Consumer,James,PayPal,5
ORD491,2026-08-29,P004,Gaming Laptop,1,London,Consumer,James,PayPal,5
ORD278,2026-03-25,P007,Ultrawide Monitor,1,South West,Consumer,Michael,Credit Card,5
ORD206,2026-01-05,P007,Ultrawide Monitor,1,London,Business,James,Debit Card,10
ORD279,2026-03-19,P013,USB Hub,1,London,Consumer,Sarah,Credit Card,0
ORD064,2025-10-28,P020,Printer,3,London,Consumer,James,Debit Card,5
ORD089,2025-10-11,P019,Conference Camera,1,London,Business,Sarah,Credit Card,10
ORD424,2026-06-25,P001,Laptop,3,London,Business,James,Credit Card,20
ORD493,2026-08-28,P013,USB Hub,2,London,Consumer,Michael,Bank Transfer,5
ORD216,2026-01-12,P013,USB Hub,3,London,Business,Michael,Bank Transfer,5
ORD362,2026-05-14,P015,Headset,2,Midlands,Consumer,James,PayPal,5
ORD151,2025-12-04,P005,Monitor,2,Midlands,Business,Emma,Bank Transfer,10
ORD022,2025-09-03,P020,Printer,1,London,Consumer,James,Debit Card,0
ORD338,2026-04-19,P017,Microphone,1,South West,Consumer,Sarah,PayPal,0
ORD485,2026-08-31,P012,Docking Station,1,South West,Consumer,Sarah,Credit Card,0
ORD176,2025-12-24,P011,Gaming Mouse,1,Midlands,Consumer,Emma,Credit Card,0
ORD223,2026-01-22,P012,Docking Station,1,North West,Consumer,Emma,Debit Card,5
ORD287,2026-03-12,P018,Webcam,1,London,Consumer,James,PayPal,0
ORD220,2026-01-17,P009,Mechanical Keyboard,1,London,Consumer,Michael,PayPal,0
ORD160,2025-12-28,P005,Monitor,3,South West,Business,James,Bank Transfer,5
ORD228,2026-01-18,P005,Monitor,2,North West,Business,Sarah,PayPal,5
ORD357,2026-05-04,P016,Speakers,2,North West,Consumer,Michael,PayPal,10
ORD028,2025-09-22,P006,"Monitor 27""",1,South West,Consumer,Michael,Debit Card,0
ORD500,2026-08-19,P004,Gaming Laptop,1,London,Consumer,Emma,Credit Card,0
ORD428,2026-06-20,P017,Microphone,1,Midlands,Consumer,Michael,Credit Card,5
ORD237,2026-02-06,P013,USB Hub,1,Midlands,Consumer,James,PayPal,10
ORD466,2026-07-23,P013,USB Hub,1,London,Consumer,Michael,PayPal,5
ORD369,2026-05-14,P011,Gaming Mouse,1,North West,Consumer,Emma,Credit Card,15
ORD095,2025-11-03,P015,Headset,4,Midlands,Consumer,Emma,Debit Card,0
ORD140,2025-11-01,P010,Mouse,2,South West,Business,Michael,Bank Transfer,15
ORD178,2025-12-29,P008,Keyboard,4,South West,Consumer,James,Credit Card,0
ORD109,2025-11-23,P007,Ultrawide Monitor,1,London,Consumer,Emma,Credit Card,0
ORD128,2025-11-18,P015,Headset,1,North West,Consumer,Emma,Credit Card,0
ORD232,2026-01-31,P017,Microphone,1,London,Consumer,James,Debit Card,10
ORD495,2026-08-03,P006,"Monitor 27""",1,Midlands,Business,Michael,Bank Transfer,15
ORD252,2026-02-04,P020,Printer,1,London,Business,Emma,Bank Transfer,20
ORD408,2026-06-26,P016,Speakers,2,London,Consumer,Michael,Credit Card,0
ORD360,2026-05-07,P005,Monitor,2,North West,Consumer,Emma,Bank Transfer,5
ORD259,2026-02-18,P001,Laptop,1,North West,Consumer,James,Credit Card,0
ORD255,2026-02-10,P001,Laptop,1,Midlands,Consumer,James,Credit Card,0
ORD163,2025-12-10,P008,Keyboard,6,Midlands,Business,Emma,Bank Transfer,15
ORD150,2025-12-26,P012,Docking Station,4,South West,Consumer,James,PayPal,5
ORD180,2025-12-02,P011,Gaming Mouse,2,London,Consumer,Sarah,PayPal,0
ORD429,2026-06-07,P013,USB Hub,6,London,Business,Emma,Debit Card,10
ORD159,2025-12-29,P001,Laptop,2,South West,Consumer,James,Bank Transfer,0
ORD304,2026-03-05,P010,Mouse,3,London,Business,Sarah,Bank Transfer,5
ORD448,2026-07-22,P017,Microphone,4,Midlands,Business,Sarah,Debit Card,15
ORD116,2025-11-26,P013,USB Hub,5,North West,Business,Emma,Bank Transfer,10
ORD194,2025-12-01,P007,Ultrawide Monitor,1,Midlands,Consumer,Michael,PayPal,0
ORD034,2025-09-18,P012,Docking Station,4,Midlands,Business,James,Debit Card,20
ORD077,2025-10-16,P012,Docking Station,1,Midlands,Consumer,Michael,Debit Card,0
ORD452,2026-07-21,P003,Mini PC,3,North West,Business,Michael,Bank Transfer,0
ORD353,2026-05-25,P006,"Monitor 27""",1,London,Business,Michael,Bank Transfer,10
ORD158,2025-12-24,P019,Conference Camera,1,Midlands,Business,James,Debit Card,15
ORD197,2025-12-12,P001,Laptop,2,London,Business,Emma,Bank Transfer,15
ORD427,2026-06-21,P015,Headset,4,South West,Consumer,Sarah,Debit Card,5
ORD218,2026-01-25,P007,Ultrawide Monitor,1,South West,Consumer,Michael,Debit Card,5
ORD088,2025-10-16,P004,Gaming Laptop,2,South West,Consumer,Michael,Credit Card,0
ORD329,2026-04-03,P008,Keyboard,3,Midlands,Business,James,Debit Card,10
ORD313,2026-04-08,P001,Laptop,4,North West,Business,Sarah,Bank Transfer,5
ORD165,2025-12-30,P014,External SSD,1,Midlands,Consumer,Emma,Credit Card,5
ORD147,2025-12-12,P006,"Monitor 27""",2,North West,Business,Emma,Debit Card,10
ORD155,2025-12-25,P009,Mechanical Keyboard,1,London,Consumer,Michael,Credit Card,0
ORD198,2025-12-23,P010,Mouse,3,London,Consumer,Sarah,PayPal,5
ORD075,2025-10-14,P001,Laptop,1,South West,Business,Sarah,Bank Transfer,15
ORD124,2025-11-12,P001,Laptop,3,North West,Business,James,Credit Card,10
ORD320,2026-04-14,P014,External SSD,3,North West,Consumer,Michael,Debit Card,5
ORD319,2026-04-20,P012,Docking Station,3,Midlands,Business,Sarah,Bank Transfer,10
ORD281,2026-03-14,P006,"Monitor 27""",1,South West,Consumer,Emma,Debit Card,10
ORD215,2026-01-29,P014,External SSD,2,London,Consumer,Michael,Bank Transfer,0
ORD056,2025-10-26,P011,Gaming Mouse,2,Midlands,Consumer,Emma,Credit Card,0
ORD316,2026-04-30,P010,Mouse,2,North West,Consumer,Emma,Credit Card,10
ORD291,2026-03-29,P010,Mouse,3,South West,Business,James,Bank Transfer,0
ORD373,2026-05-20,P012,Docking Station,2,South West,Business,Emma,Credit Card,15
ORD379,2026-05-15,P011,Gaming Mouse,2,Midlands,Consumer,Emma,Credit Card,0
ORD350,2026-05-11,P012,Docking Station,2,London,Business,Sarah,Bank Transfer,5
ORD323,2026-04-03,P004,Gaming Laptop,3,London,Consumer,Sarah,Credit Card,0
ORD317,2026-04-26,P015,Headset,5,North West,Business,Michael,Bank Transfer,10
ORD315,2026-04-15,P001,Laptop,2,South West,Consumer,James,PayPal,0
ORD359,2026-05-13,P009,Mechanical Keyboard,2,London,Consumer,Michael,Credit Card,5
ORD208,2026-01-21,P019,Conference Camera,3,South West,Business,Sarah,Credit Card,20
ORD026,2025-09-17,P003,Mini PC,3,London,Consumer,James,Credit Card,5
ORD339,2026-04-15,P001,Laptop,1,London,Business,Michael,Debit Card,10
ORD264,2026-02-06,P005,Monitor,1,London,Business,James,Bank Transfer,10
ORD498,2026-08-18,P017,Microphone,1,South West,Consumer,James,Debit Card,10
ORD345,2026-04-14,P010,Mouse,1,Midlands,Consumer,Michael,Credit Card,5
ORD002,2026-01-12,P005,Monitor,1,South West,Consumer,Sarah,Credit Card,0
ORD172,2025-12-04,P010,Mouse,4,London,Business,Emma,Credit Card,10
ORD467,2026-07-06,P004,Gaming Laptop,1,London,Consumer,Sarah,Credit Card,5
ORD471,2026-08-08,P008,Keyboard,1,London,Consumer,Michael,Debit Card,0
ORD149,2025-12-02,P005,Monitor,1,North West,Consumer,James,PayPal,5
ORD005,2026-02-14,P001,Laptop,5,London,Business,James,Bank Transfer,15
ORD154,2025-12-20,P013,USB Hub,2,Midlands,Business,Emma,Credit Card,10
ORD305,2026-03-31,P006,"Monitor 27""",3,South West,Business,Michael,PayPal,10
ORD117,2025-11-01,P018,Webcam,1,Midlands,Business,Michael,Credit Card,10
ORD181,2025-12-30,P001,Laptop,2,London,Business,Michael,Bank Transfer,20
ORD084,2025-10-21,P010,Mouse,2,Midlands,Consumer,Sarah,Debit Card,15
ORD196,2025-12-14,P006,"Monitor 27""",1,North West,Business,Michael,Bank Transfer,5
ORD387,2026-05-09,P014,External SSD,3,North West,Consumer,Sarah,Credit Card,0
ORD174,2025-12-22,P013,USB Hub,1,London,Consumer,Sarah,Credit Card,0
ORD233,2026-01-02,P017,Microphone,1,South West,Consumer,Michael,Credit Card,10
ORD054,2025-09-16,P013,USB Hub,1,Midlands,Consumer,Sarah,PayPal,0
ORD245,2026-02-01,P001,Laptop,1,London,Business,Michael,Debit Card,15
ORD098,2025-11-24,P004,Gaming Laptop,2,London,Consumer,Sarah,Debit Card,0
ORD018,2026-07-24,P010,Mouse,1,North West,Consumer,Sarah,Debit Card,0
ORD297,2026-03-05,P018,Webcam,2,South West,Business,Sarah,Bank Transfer,0
ORD306,2026-03-24,P013,USB Hub,2,South West,Consumer,James,PayPal,0
ORD200,2026-01-24,P004,Gaming Laptop,1,South West,Consumer,Sarah,Bank Transfer,10
ORD413,2026-06-05,P010,Mouse,2,North West,Consumer,Emma,Debit Card,5
ORD391,2026-06-12,P013,USB Hub,5,South West,Business,Sarah,PayPal,10
ORD368,2026-05-20,P003,Mini PC,1,North West,Business,Emma,Debit Card,5
ORD385,2026-05-07,P010,Mouse,1,London,Consumer,James,PayPal,10
ORD091,2025-10-05,P009,Mechanical Keyboard,1,South West,Consumer,Sarah,Credit Card,0
ORD110,2025-11-03,P008,Keyboard,3,London,Business,Michael,Debit Card,15
ORD301,2026-03-02,P009,Mechanical Keyboard,2,London,Consumer,James,Credit Card,0
ORD129,2025-11-23,P015,Headset,2,South West,Consumer,Michael,PayPal,5
ORD482,2026-08-18,P006,"Monitor 27""",2,Midlands,Business,James,Bank Transfer,5
ORD182,2025-12-16,P001,Laptop,1,South West,Consumer,Sarah,PayPal,10
ORD349,2026-05-21,P009,Mechanical Keyboard,2,London,Business,James,Bank Transfer,5
ORD406,2026-06-26,P017,Microphone,1,South West,Consumer,James,Bank Transfer,0
ORD426,2026-06-23,P020,Printer,2,North West,Business,James,Bank Transfer,0
ORD378,2026-05-20,P001,Laptop,1,South West,Consumer,James,Credit Card,5
ORD276,2026-03-27,P009,Mechanical Keyboard,1,London,Consumer,James,Credit Card,5
ORD086,2025-10-06,P015,Headset,1,Midlands,Business,Emma,Bank Transfer,15
ORD409,2026-06-09,P006,"Monitor 27""",2,London,Consumer,James,Debit Card,0
ORD125,2025-11-25,P009,Mechanical Keyboard,2,Midlands,Consumer,Michael,Credit Card,5
ORD454,2026-07-08,P010,Mouse,1,South West,Consumer,Sarah,Credit Card,0
ORD393,2026-06-04,P004,Gaming Laptop,1,Midlands,Consumer,Emma,Debit Card,0
ORD142,2025-12-24,P010,Mouse,1,London,Business,Sarah,Debit Card,0
ORD473,2026-08-01,P016,Speakers,1,London,Consumer,Emma,Debit Card,0
ORD376,2026-05-11,P009,Mechanical Keyboard,4,London,Business,Emma,Bank Transfer,0
ORD472,2026-08-11,P016,Speakers,3,North West,Consumer,Michael,PayPal,10
ORD277,2026-03-14,P016,Speakers,6,South West,Business,James,Debit Card,0
ORD299,2026-03-04,P013,USB Hub,2,Midlands,Consumer,James,PayPal,0
ORD126,2025-11-09,P013,USB Hub,4,North West,Consumer,Emma,Credit Card,10
ORD090,2025-10-31,P005,Monitor,1,Midlands,Consumer,Michael,Debit Card,5
ORD012,2026-05-08,P015,Headset,2,London,Consumer,Emma,Debit Card,0
ORD422,2026-06-23,P013,USB Hub,2,North West,Consumer,James,Debit Card,0
ORD248,2026-02-28,P003,Mini PC,3,South West,Business,Michael,Credit Card,10
ORD469,2026-07-03,P012,Docking Station,2,South West,Business,Emma,Debit Card,20
ORD138,2025-11-15,P001,Laptop,2,Midlands,Business,Emma,Credit Card,5
ORD100,2025-11-24,P010,Mouse,2,Midlands,Consumer,Michael,Bank Transfer,0
ORD227,2026-01-11,P015,Headset,4,Midlands,Consumer,Emma,Debit Card,5
ORD016,2026-07-01,P008,Keyboard,2,London,Consumer,Emma,Credit Card,0
ORD348,2026-04-14,P019,Conference Camera,1,South West,Business,Sarah,Credit Card,10
ORD051,2025-09-24,P014,External SSD,3,South West,Business,Michael,Bank Transfer,10
ORD312,2026-04-22,P005,Monitor,1,North West,Consumer,James,Debit Card,0
ORD374,2026-05-15,P009,Mechanical Keyboard,4,South West,Business,Sarah,PayPal,20
ORD479,2026-08-26,P019,Conference Camera,1,South West,Business,Sarah,PayPal,10
ORD340,2026-04-12,P001,Laptop,1,Midlands,Consumer,Emma,Credit Card,15
ORD272,2026-03-01,P001,Laptop,1,London,Consumer,Michael,Debit Card,0
ORD204,2026-01-31,P010,Mouse,4,London,Consumer,Emma,Bank Transfer,5
ORD111,2025-11-13,P012,Docking Station,2,Midlands,Consumer,Emma,PayPal,0
ORD184,2025-12-24,P001,Laptop,1,South West,Consumer,Emma,Credit Card,5
ORD309,2026-04-09,P014,External SSD,2,South West,Business,Sarah,Bank Transfer,5
ORD143,2025-12-03,P013,USB Hub,2,London,Business,James,Credit Card,5
ORD343,2026-04-19,P011,Gaming Mouse,2,London,Business,James,Credit Card,20
ORD189,2025-12-24,P018,Webcam,2,London,Consumer,James,Debit Card,5
ORD120,2025-11-09,P011,Gaming Mouse,1,North West,Consumer,Emma,Credit Card,5
ORD161,2025-12-28,P009,Mechanical Keyboard,2,North West,Consumer,Emma,PayPal,10
ORD209,2026-01-17,P015,Headset,1,North West,Consumer,Michael,Credit Card,15
ORD346,2026-04-14,P005,Monitor,1,South West,Consumer,James,Bank Transfer,0
ORD407,2026-06-15,P007,Ultrawide Monitor,2,North West,Consumer,James,Bank Transfer,0
ORD247,2026-02-01,P002,Desktop PC,1,South West,Business,Emma,Bank Transfer,5
ORD135,2025-11-08,P009,Mechanical Keyboard,4,South West,Consumer,Sarah,PayPal,10
ORD053,2025-09-02,P005,Monitor,1,London,Business,Michael,Debit Card,0
ORD335,2026-04-01,P015,Headset,1,Midlands,Business,Sarah,Bank Transfer,5
ORD112,2025-11-17,P001,Laptop,1,London,Consumer,Emma,Credit Card,10
ORD118,2025-11-28,P001,Laptop,3,North West,Consumer,Emma,Credit Card,5
ORD214,2026-01-31,P011,Gaming Mouse,2,South West,Consumer,James,Credit Card,5
ORD396,2026-06-05,P003,Mini PC,1,South West,Business,Emma,Bank Transfer,5
ORD085,2025-10-27,P018,Webcam,3,London,Consumer,James,PayPal,5
ORD046,2025-09-02,P003,Mini PC,1,London,Consumer,Michael,PayPal,5
ORD207,2026-01-10,P007,Ultrawide Monitor,4,South West,Business,Sarah,Bank Transfer,20
ORD322,2026-04-16,P009,Mechanical Keyboard,3,Midlands,Business,Michael,Credit Card,5
ORD464,2026-07-24,P003,Mini PC,2,South West,Business,Sarah,Credit Card,5
ORD431,2026-06-01,P003,Mini PC,2,South West,Business,Michael,Credit Card,15
ORD433,2026-06-07,P001,Laptop,2,Midlands,Consumer,Michael,Debit Card,0
ORD127,2025-11-01,P010,Mouse,3,London,Consumer,Sarah,Debit Card,5
ORD123,2025-11-28,P013,USB Hub,6,South West,Business,Sarah,Credit Card,15
ORD103,2025-11-24,P010,Mouse,4,London,Business,James,Credit Card,10
ORD295,2026-03-12,P015,Headset,1,South West,Consumer,Michael,Credit Card,5
ORD334,2026-04-16,P010,Mouse,2,London,Consumer,Michael,PayPal,5
ORD179,2025-12-30,P010,Mouse,3,North West,Consumer,Emma,Debit Card,10
ORD410,2026-06-06,P018,Webcam,2,Midlands,Consumer,Michael,PayPal,5
ORD371,2026-05-11,P008,Keyboard,2,South West,Consumer,Emma,Bank Transfer,0
ORD039,2025-09-26,P007,Ultrawide Monitor,2,North West,Business,James,Debit Card,15
