OrderID,OrderDate,ProductID,Product,Quantity,Region,Customer Type,Sales Person,PaymentMethod,Discount
ORD064,28/10/2025,P020,Printer,3,London,Consumer,James,Debit Card,5
ORD089,11/10/2025,P019,Conference Camera,1,London,Business,Sarah,Credit Card,10
ORD424,25/06/2026,P001,Laptop,3,London,Business,James,Credit Card,20
ORD493,28/08/2026,P013,USB Hub,2,London,Consumer,Michael,Bank Transfer,5
ORD216,12/01/2026,P013,USB Hub,3,London,Business,Michael,Bank Transfer,5
ORD362,14/05/2026,P015,Headset,2,Midlands,Consumer,James,PayPal,5
ORD151,04/12/2025,P005,Monitor,2,Midlands,Business,Emma,Bank Transfer,10
ORD022,03/09/2025,P020,Printer,1,London,Consumer,James,Debit Card,0
ORD338,19/04/2026,P017,Microphone,1,South West,Consumer,Sarah,PayPal,0
ORD485,31/08/2026,P012,Docking Station,1,South West,Consumer,Sarah,Credit Card,0
ORD176,24/12/2025,P011,Gaming Mouse,1,Midlands,Consumer,Emma,Credit Card,0
ORD223,22/01/2026,P012,Docking Station,1,North West,Consumer,Emma,Debit Card,5
ORD287,12/03/2026,P018,Webcam,1,London,Consumer,James,PayPal,0
ORD220,17/01/2026,P009,Mechanical Keyboard,1,London,Consumer,Michael,PayPal,0
ORD160,28/12/2025,P005,Monitor,3,South West,Business,James,Bank Transfer,5
ORD228,18/01/2026,P005,Monitor,2,North West,Business,Sarah,PayPal,5
ORD357,04/05/2026,P016,Speakers,2,North West,Consumer,Michael,PayPal,10
ORD028,22/09/2025,P006,"Monitor 27""",1,South West,Consumer,Michael,Debit Card,0
ORD500,19/08/2026,P004,Gaming Laptop,1,London,Consumer,Emma,Credit Card,0
ORD428,20/06/2026,P017,Microphone,1,Midlands,Consumer,Michael,Credit Card,5
ORD237,06/02/2026,P013,USB Hub,1,Midlands,Consumer,James,PayPal,10
ORD466,23/07/2026,P013,USB Hub,1,London,Consumer,Michael,PayPal,5
ORD369,14/05/2026,P011,Gaming Mouse,1,North West,Consumer,Emma,Credit Card,15
ORD095,03/11/2025,P015,Headset,4,Midlands,Consumer,Emma,Debit Card,0
ORD140,01/11/2025,P010,Mouse,2,South West,Business,Michael,Bank Transfer,15
ORD178,29/12/2025,P008,Keyboard,4,South West,Consumer,James,Credit Card,0
ORD109,23/11/2025,P007,Ultrawide Monitor,1,London,Consumer,Emma,Credit Card,0
ORD128,18/11/2025,P015,Headset,1,North West,Consumer,Emma,Credit Card,0
ORD232,31/01/2026,P017,Microphone,1,London,Consumer,James,Debit Card,10
ORD495,03/08/2026,P006,"Monitor 27""",1,Midlands,Business,Michael,Bank Transfer,15
ORD252,04/02/2026,P020,Printer,1,London,Business,Emma,Bank Transfer,20
ORD408,26/06/2026,P016,Speakers,2,London,Consumer,Michael,Credit Card,0
ORD360,07/05/2026,P005,Monitor,2,North West,Consumer,Emma,Bank Transfer,5
ORD259,18/02/2026,P001,Laptop,1,North West,Consumer,James,Credit Card,0
ORD255,10/02/2026,P001,Laptop,1,Midlands,Consumer,James,Credit Card,0
ORD163,10/12/2025,P008,Keyboard,6,Midlands,Business,Emma,Bank Transfer,15
ORD150,26/12/2025,P012,Docking Station,4,South West,Consumer,James,PayPal,5
ORD180,02/12/2025,P011,Gaming Mouse,2,London,Consumer,Sarah,PayPal,0
ORD429,07/06/2026,P013,USB Hub,6,London,Business,Emma,Debit Card,10
ORD159,29/12/2025,P001,Laptop,2,South West,Consumer,James,Bank Transfer,0
ORD304,05/03/2026,P010,Mouse,3,London,Business,Sarah,Bank Transfer,5
ORD448,22/07/2026,P017,Microphone,4,Midlands,Business,Sarah,Debit Card,15
ORD116,26/11/2025,P013,USB Hub,5,North West,Business,Emma,Bank Transfer,10
ORD194,01/12/2025,P007,Ultrawide Monitor,1,Midlands,Consumer,Michael,PayPal,0
ORD034,18/09/2025,P012,Docking Station,4,Midlands,Business,James,Debit Card,20
ORD077,16/10/2025,P012,Docking Station,1,Midlands,Consumer,Michael,Debit Card,0
ORD452,21/07/2026,P003,Mini PC,3,North West,Business,Michael,Bank Transfer,0
ORD353,25/05/2026,P006,"Monitor 27""",1,London,Business,Michael,Bank Transfer,10
ORD158,24/12/2025,P019,Conference Camera,1,Midlands,Business,James,Debit Card,15
ORD197,12/12/2025,P001,Laptop,2,London,Business,Emma,Bank Transfer,15
ORD427,21/06/2026,P015,Headset,4,South West,Consumer,Sarah,Debit Card,5
ORD218,25/01/2026,P007,Ultrawide Monitor,1,South West,Consumer,Michael,Debit Card,5
ORD088,16/10/2025,P004,Gaming Laptop,2,South West,Consumer,Michael,Credit Card,0
ORD329,03/04/2026,P008,Keyboard,3,Midlands,Business,James,Debit Card,10
ORD313,08/04/2026,P001,Laptop,4,North West,Business,Sarah,Bank Transfer,5
ORD165,30/12/2025,P014,External SSD,1,Midlands,Consumer,Emma,Credit Card,5
ORD147,12/12/2025,P006,"Monitor 27""",2,North West,Business,Emma,Debit Card,10
ORD155,25/12/2025,P009,Mechanical Keyboard,1,London,Consumer,Michael,Credit Card,0
ORD198,23/12/2025,P010,Mouse,3,London,Consumer,Sarah,PayPal,5
ORD075,14/10/2025,P001,Laptop,1,South West,Business,Sarah,Bank Transfer,15
ORD124,12/11/2025,P001,Laptop,3,North West,Business,James,Credit Card,10
ORD320,14/04/2026,P014,External SSD,3,North West,Consumer,Michael,Debit Card,5
ORD319,20/04/2026,P012,Docking Station,3,Midlands,Business,Sarah,Bank Transfer,10
ORD281,14/03/2026,P006,"Monitor 27""",1,South West,Consumer,Emma,Debit Card,10
ORD215,29/01/2026,P014,External SSD,2,London,Consumer,Michael,Bank Transfer,0
ORD056,26/10/2025,P011,Gaming Mouse,2,Midlands,Consumer,Emma,Credit Card,0
ORD316,30/04/2026,P010,Mouse,2,North West,Consumer,Emma,Credit Card,10
ORD291,29/03/2026,P010,Mouse,3,South West,Business,James,Bank Transfer,0
ORD373,20/05/2026,P012,Docking Station,2,South West,Business,Emma,Credit Card,15
ORD379,15/05/2026,P011,Gaming Mouse,2,Midlands,Consumer,Emma,Credit Card,0
ORD350,11/05/2026,P012,Docking Station,2,London,Business,Sarah,Bank Transfer,5
ORD323,03/04/2026,P004,Gaming Laptop,3,London,Consumer,Sarah,Credit Card,0
ORD317,26/04/2026,P015,Headset,5,North West,Business,Michael,Bank Transfer,10
ORD315,15/04/2026,P001,Laptop,2,South West,Consumer,James,PayPal,0
ORD359,13/05/2026,P009,Mechanical Keyboard,2,London,Consumer,Michael,Credit Card,5
ORD208,21/01/2026,P019,Conference Camera,3,South West,Business,Sarah,Credit Card,20
ORD026,17/09/2025,P003,Mini PC,3,London,Consumer,James,Credit Card,5
ORD339,15/04/2026,P001,Laptop,1,London,Business,Michael,Debit Card,10
ORD264,06/02/2026,P005,Monitor,1,London,Business,James,Bank Transfer,10
ORD498,18/08/2026,P017,Microphone,1,South West,Consumer,James,Debit Card,10
ORD345,14/04/2026,P010,Mouse,1,Midlands,Consumer,Michael,Credit Card,5
ORD002,12/01/2026,P005,Monitor,1,South West,Consumer,Sarah,Credit Card,0
ORD172,04/12/2025,P010,Mouse,4,London,Business,Emma,Credit Card,10
ORD467,06/07/2026,P004,Gaming Laptop,1,London,Consumer,Sarah,Credit Card,5
ORD471,08/08/2026,P008,Keyboard,1,London,Consumer,Michael,Debit Card,0
ORD149,02/12/2025,P005,Monitor,1,North West,Consumer,James,PayPal,5
ORD005,14/02/2026,P001,Laptop,5,London,Business,James,Bank Transfer,15
ORD154,20/12/2025,P013,USB Hub,2,Midlands,Business,Emma,Credit Card,10
ORD305,31/03/2026,P006,"Monitor 27""",3,South West,Business,Michael,PayPal,10
ORD117,01/11/2025,P018,Webcam,1,Midlands,Business,Michael,Credit Card,10
ORD181,30/12/2025,P001,Laptop,2,London,Business,Michael,Bank Transfer,20
ORD084,21/10/2025,P010,Mouse,2,Midlands,Consumer,Sarah,Debit Card,15
ORD196,14/12/2025,P006,"Monitor 27""",1,North West,Business,Michael,Bank Transfer,5
ORD387,09/05/2026,P014,External SSD,3,North West,Consumer,Sarah,Credit Card,0
ORD174,22/12/2025,P013,USB Hub,1,London,Consumer,Sarah,Credit Card,0
ORD233,02/01/2026,P017,Microphone,1,South West,Consumer,Michael,Credit Card,10
ORD054,16/09/2025,P013,USB Hub,1,Midlands,Consumer,Sarah,PayPal,0
ORD245,01/02/2026,P001,Laptop,1,London,Business,Michael,Debit Card,15
ORD098,24/11/2025,P004,Gaming Laptop,2,London,Consumer,Sarah,Debit Card,0
ORD018,24/07/2026,P010,Mouse,1,North West,Consumer,Sarah,Debit Card,0
ORD297,05/03/2026,P018,Webcam,2,South West,Business,Sarah,Bank Transfer,0
ORD306,24/03/2026,P013,USB Hub,2,South West,Consumer,James,PayPal,0
ORD200,24/01/2026,P004,Gaming Laptop,1,South West,Consumer,Sarah,Bank Transfer,10
ORD413,05/06/2026,P010,Mouse,2,North West,Consumer,Emma,Debit Card,5
ORD391,12/06/2026,P013,USB Hub,5,South West,Business,Sarah,PayPal,10
ORD368,20/05/2026,P003,Mini PC,1,North West,Business,Emma,Debit Card,5
ORD385,07/05/2026,P010,Mouse,1,London,Consumer,James,PayPal,10
ORD091,05/10/2025,P009,Mechanical Keyboard,1,South West,Consumer,Sarah,Credit Card,0
ORD110,03/11/2025,P008,Keyboard,3,London,Business,Michael,Debit Card,15
ORD301,02/03/2026,P009,Mechanical Keyboard,2,London,Consumer,James,Credit Card,0
ORD129,23/11/2025,P015,Headset,2,South West,Consumer,Michael,PayPal,5
ORD482,18/08/2026,P006,"Monitor 27""",2,Midlands,Business,James,Bank Transfer,5
ORD182,16/12/2025,P001,Laptop,1,South West,Consumer,Sarah,PayPal,10
ORD349,21/05/2026,P009,Mechanical Keyboard,2,London,Business,James,Bank Transfer,5
ORD406,26/06/2026,P017,Microphone,1,South West,Consumer,James,Bank Transfer,0
ORD426,23/06/2026,P020,Printer,2,North West,Business,James,Bank Transfer,0
ORD378,20/05/2026,P001,Laptop,1,South West,Consumer,James,Credit Card,5
ORD276,27/03/2026,P009,Mechanical Keyboard,1,London,Consumer,James,Credit Card,5
ORD086,06/10/2025,P015,Headset,1,Midlands,Business,Emma,Bank Transfer,15
ORD409,09/06/2026,P006,"Monitor 27""",2,London,Consumer,James,Debit Card,0
ORD125,25/11/2025,P009,Mechanical Keyboard,2,Midlands,Consumer,Michael,Credit Card,5
ORD454,08/07/2026,P010,Mouse,1,South West,Consumer,Sarah,Credit Card,0
ORD393,04/06/2026,P004,Gaming Laptop,1,Midlands,Consumer,Emma,Debit Card,0
ORD142,24/12/2025,P010,Mouse,1,London,Business,Sarah,Debit Card,0
ORD473,01/08/2026,P016,Speakers,1,London,Consumer,Emma,Debit Card,0
ORD376,11/05/2026,P009,Mechanical Keyboard,4,London,Business,Emma,Bank Transfer,0
ORD472,11/08/2026,P016,Speakers,3,North West,Consumer,Michael,PayPal,10
ORD277,14/03/2026,P016,Speakers,6,South West,Business,James,Debit Card,0
ORD299,04/03/2026,P013,USB Hub,2,Midlands,Consumer,James,PayPal,0
ORD126,09/11/2025,P013,USB Hub,4,North West,Consumer,Emma,Credit Card,10
ORD090,31/10/2025,P005,Monitor,1,Midlands,Consumer,Michael,Debit Card,5
ORD012,08/05/2026,P015,Headset,2,London,Consumer,Emma,Debit Card,0
ORD422,23/06/2026,P013,USB Hub,2,North West,Consumer,James,Debit Card,0
ORD248,28/02/2026,P003,Mini PC,3,South West,Business,Michael,Credit Card,10
ORD469,03/07/2026,P012,Docking Station,2,South West,Business,Emma,Debit Card,20
ORD138,15/11/2025,P001,Laptop,2,Midlands,Business,Emma,Credit Card,5
ORD100,24/11/2025,P010,Mouse,2,Midlands,Consumer,Michael,Bank Transfer,0
ORD227,11/01/2026,P015,Headset,4,Midlands,Consumer,Emma,Debit Card,5
ORD016,01/07/2026,P008,Keyboard,2,London,Consumer,Emma,Credit Card,0
ORD348,14/04/2026,P019,Conference Camera,1,South West,Business,Sarah,Credit Card,10
ORD051,24/09/2025,P014,External SSD,3,South West,Business,Michael,Bank Transfer,10
ORD312,22/04/2026,P005,Monitor,1,North West,Consumer,James,Debit Card,0
ORD374,15/05/2026,P009,Mechanical Keyboard,4,South West,Business,Sarah,PayPal,20
ORD479,26/08/2026,P019,Conference Camera,1,South West,Business,Sarah,PayPal,10
ORD340,12/04/2026,P001,Laptop,1,Midlands,Consumer,Emma,Credit Card,15
ORD272,01/03/2026,P001,Laptop,1,London,Consumer,Michael,Debit Card,0
ORD204,31/01/2026,P010,Mouse,4,London,Consumer,Emma,Bank Transfer,5
ORD111,13/11/2025,P012,Docking Station,2,Midlands,Consumer,Emma,PayPal,0
ORD184,24/12/2025,P001,Laptop,1,South West,Consumer,Emma,Credit Card,5
ORD309,09/04/2026,P014,External SSD,2,South West,Business,Sarah,Bank Transfer,5
ORD143,03/12/2025,P013,USB Hub,2,London,Business,James,Credit Card,5
ORD343,19/04/2026,P011,Gaming Mouse,2,London,Business,James,Credit Card,20
ORD189,24/12/2025,P018,Webcam,2,London,Consumer,James,Debit Card,5
ORD120,09/11/2025,P011,Gaming Mouse,1,North West,Consumer,Emma,Credit Card,5
ORD161,28/12/2025,P009,Mechanical Keyboard,2,North West,Consumer,Emma,PayPal,10
ORD209,17/01/2026,P015,Headset,1,North West,Consumer,Michael,Credit Card,15
ORD346,14/04/2026,P005,Monitor,1,South West,Consumer,James,Bank Transfer,0
ORD407,15/06/2026,P007,Ultrawide Monitor,2,North West,Consumer,James,Bank Transfer,0
ORD247,01/02/2026,P002,Desktop PC,1,South West,Business,Emma,Bank Transfer,5
ORD135,08/11/2025,P009,Mechanical Keyboard,4,South West,Consumer,Sarah,PayPal,10
ORD053,02/09/2025,P005,Monitor,1,London,Business,Michael,Debit Card,0
ORD335,01/04/2026,P015,Headset,1,Midlands,Business,Sarah,Bank Transfer,5
ORD112,17/11/2025,P001,Laptop,1,London,Consumer,Emma,Credit Card,10
ORD118,28/11/2025,P001,Laptop,3,North West,Consumer,Emma,Credit Card,5
ORD214,31/01/2026,P011,Gaming Mouse,2,South West,Consumer,James,Credit Card,5
ORD396,05/06/2026,P003,Mini PC,1,South West,Business,Emma,Bank Transfer,5
ORD085,27/10/2025,P018,Webcam,3,London,Consumer,James,PayPal,5
ORD046,02/09/2025,P003,Mini PC,1,London,Consumer,Michael,PayPal,5
ORD207,10/01/2026,P007,Ultrawide Monitor,4,South West,Business,Sarah,Bank Transfer,20
ORD322,16/04/2026,P009,Mechanical Keyboard,3,Midlands,Business,Michael,Credit Card,5
ORD464,24/07/2026,P003,Mini PC,2,South West,Business,Sarah,Credit Card,5
ORD431,01/06/2026,P003,Mini PC,2,South West,Business,Michael,Credit Card,15
ORD433,07/06/2026,P001,Laptop,2,Midlands,Consumer,Michael,Debit Card,0
ORD127,01/11/2025,P010,Mouse,3,London,Consumer,Sarah,Debit Card,5
ORD123,28/11/2025,P013,USB Hub,6,South West,Business,Sarah,Credit Card,15
ORD103,24/11/2025,P010,Mouse,4,London,Business,James,Credit Card,10
ORD295,12/03/2026,P015,Headset,1,South West,Consumer,Michael,Credit Card,5
ORD334,16/04/2026,P010,Mouse,2,London,Consumer,Michael,PayPal,5
ORD179,30/12/2025,P010,Mouse,3,North West,Consumer,Emma,Debit Card,10
ORD410,06/06/2026,P018,Webcam,2,Midlands,Consumer,Michael,PayPal,5
ORD371,11/05/2026,P008,Keyboard,2,South West,Consumer,Emma,Bank Transfer,0
ORD039,26/09/2025,P007,Ultrawide Monitor,2,North West,Business,James,Debit Card,15
